Date,Open,High,Low,Close,Volume
1915-03-31,55.44,61.3,54.22,60.83
1915-06-30,61.05,71.9,60.38,70.06
1915-09-30,69.85,90.58,67.88,90.58
1915-12-31,90.88,99.21,88.23,99.15
1916-03-31,98.81,98.81,90.52,93.25
1916-06-30,94.13,94.46,87,89.58
1916-09-30,89.37,103.73,86.4,103.73
1916-12-31,103.01,110.15,90.16,95
1917-03-31,96.15,99.18,87.01,96.72
1917-06-30,97.06,98.58,89.08,95.38
1917-09-30,95.23,95.31,81.2,83.46
1917-12-31,83.58,83.58,65.95,74.38
1918-03-31,76.68,82.08,73.38,76.41
1918-06-30,77.16,84.04,75.58,82.58
1918-09-30,81.81,84.68,80.29,84.68
1918-12-31,83.95,89.07,79.87,82.2
1919-03-31,82.6,89.05,79.35,88.85
1919-06-30,88.84,107.55,88.84,106.98
1919-09-30,108.13,112.23,98.46,111.42
1919-12-31,111.12,119.62,103.55,107.23
1920-03-31,108.76,108.85,89.98,102.81
1920-06-30,102.66,105.65,87.36,90.76
1920-09-30,91.26,94.51,82.95,82.95
1920-12-31,84,85.73,66.75,71.95
1921-03-31,72.67,77.78,72.25,75.76
1921-06-30,75.72,80.03,64.9,68.45
1921-09-30,68.35,71.72,63.9,71.08
1921-12-31,71.61,81.5,69.46,80.8
1922-03-31,78.91,89.05,78.59,89.05
1922-06-30,90.05,96.41,89.3,92.93
1922-09-30,92.92,102.05,92.92,97.12
1922-12-31,97.67,102.76,92.03,98.17
1923-03-31,98.77,105.38,96.96,102.77
1923-06-30,101.51,102.7,88.4,88.4
1923-09-30,88.95,93.7,86.91,87.97
1923-12-31,88.06,95.61,85.91,95.52
1924-03-31,95.65,101.31,92.54,93.01
1924-06-30,93.5,96.37,88.33,96.37
1924-09-30,96.45,105.57,96.38,103.16
1924-12-31,104.08,120.51,99.18,120.51
1925-03-31,121.25,125.68,115,116.75
1925-06-30,118.07,131.01,117.4,131.01
1925-09-30,131.76,147.16,131.33,143.46
1925-12-31,144.77,159.39,144.77,156.66
1926-03-31,158.75,162.31,135.2,140.46
1926-06-30,140.35,154.03,136.27,153.04
1926-09-30,153.01,166.14,153.01,158.19
1926-12-31,159.69,160.75,145.66,157.2
1927-03-31,155.16,161.96,152.73,160.08
1927-06-30,160.71,172.96,160.71,166.23
1927-09-30,168.06,198.97,168.06,197.59
1927-12-31,199.78,200.93,181.43,200.7
1928-03-31,203.35,214.45,191.33,213.35
1928-06-30,209.33,220.96,201.96,210.55
1928-09-30,208.21,241.72,205.1,239.43
1928-12-31,238.2,301.6,233.6,300
1929-03-31,300.3,324.5,281.5,308.9
1929-06-30,304.2,335.3,290,333.8
1929-09-30,333.8,386.1,332.2,343.5
1929-12-31,343.5,358.8,195.4,248.5
1930-03-31,248.5,289.1,241.8,286.1,39484874
1930-06-30,286.1,297.3,207.7,226.3,65627822
1930-09-30,226.3,247.2,202,204.9,34265869
1930-12-31,205.9,216.9,154.5,164.6,44612479
1931-03-31,164.6,197,160.1,172.4,42371672
1931-06-30,172.4,174.7,119.9,150.2,39462133
1931-09-30,150.2,156.7,95.8,96.6,26760898
1931-12-31,96.6,119.2,71.8,77.9,33096993
1932-03-31,77.9,89.9,69.9,73.3,23981327
1932-06-30,73.3,74.4,42.3,42.8,19146224
1932-09-30,42.8,81.4,40.6,71.6,42553442
1932-12-31,71.6,72.6,55,59.9,18932574
1933-03-31,59.9,65.3,49.7,55.4,14262008
1933-06-30,55.4,100.5,55,98.1,68453055
1933-09-30,99.2,110.5,84.5,94.8,50229474
1933-12-31,94.8,104,82.2,99.9,27022920
1934-03-31,99.9,111.9,96.3,101.9,34744210
1934-06-30,101.9,107,89.1,95.7,17587757
1934-09-30,95.7,99.4,84.6,92.6,12606860
1934-12-31,92.2,104.5,89.8,104,14808219
1935-03-31,104,108.3,96,100.8,12276594
1935-06-30,100.8,121.3,99.8,118.2,18408358
1935-09-30,118.2,135.3,117.8,131.9,26358773
1935-12-31,131.9,149.4,127,144.1,36818382
1936-03-31,144.1,159.9,141.6,156.3,43679098
1936-06-30,157,163.1,141.5,157.7,20364628
1936-09-30,157.7,170.7,154.9,167.8,22363037
1936-12-31,167.8,186.4,167.5,179.9,34946366
1937-03-31,179.9,195.6,177,186.4,39645837
1937-06-30,186.4,186.6,163.3,169.3,17382408
1937-09-30,169.3,190.4,146.2,154.6,17397474
1937-12-31,154.6,155.1,112.5,120.9,26824291
1938-03-31,120.9,135,97.5,99,14770104
1938-06-30,101,138.2,101,133.9,13179429
1938-09-30,133.9,146.3,127.9,141.5,20628901
1938-12-31,141.6,158.9,141.6,154.8,24045926
1939-03-31,154.8,155.5,131.4,131.8,15241495
1939-06-30,131.8,140.8,120,130.6,10823282
1939-09-30,130.6,157.8,127.5,152.5,22886797
1939-12-31,152.4,156,144.9,150.2,14827037
1940-03-31,150.5,153.3,143.1,148,11216411
1940-06-30,148,152.1,110.4,121.9,20229659
1940-09-30,121.8,135.5,120.1,132.6,6707460
1940-12-31,133,138.8,127.8,131.1,13054424
1941-03-31,131.1,134.3,117.4,122.7,7983625
1941-06-30,122.9,125.3,114.8,123.1,7857745
1941-09-30,123.1,131.1,122.5,126.8,10614042
1941-12-31,126.8,127.2,105.5,111,15849163
1942-03-31,111,115,98.3,99.5,7538415
1942-06-30,99.5,106.6,92.7,103.3,5490406
1942-09-30,103.3,110,102.3,109.1,6290525
1942-12-31,109.2,120.2,109.2,119.4,11965970
1943-03-31,119.5,137.2,118.8,136.6,19487544
1943-06-30,136.6,143.7,129.8,143.4,22765534
1943-09-30,143.4,146.4,133.9,140.1,13762827
1943-12-31,140.1,140.6,128.9,135.9,12769932
1944-03-31,135.9,141.4,134.1,138.8,15227548
1944-06-30,138.8,149.2,134.8,148.4,17005444
1944-09-30,148.4,150.9,142.5,146.7,16173744
1944-12-31,146.7,153,145.2,152.3,16216330
1945-03-31,152.3,162.2,150.5,154.4,24772298
1945-06-30,154.5,169.6,154.5,165.3,24841353
1945-09-30,165.4,181.9,160,181.7,15586017
1945-12-31,181.9,196.6,181.9,192.9,26904397
1946-03-31,192.7,207.5,184.1,199.8,27149539
1946-06-30,199.8,213.4,198.5,205.6,19894195
1946-09-30,205.8,208.6,164.1,172.4,19150377
1946-12-31,172.4,178.6,160.5,177.2,20860243
1947-03-31,177.2,185,170.1,177.2,16338226
1947-06-30,177.2,178.3,161.4,177.3,14095940
1947-09-30,177.5,187.7,174,177.5,12554884
1947-12-31,177.5,186.2,175.2,181.2,18283952
1948-03-31,181.2,181.7,164.1,177.2,15989284
1948-06-30,177.2,194.5,176,189.5,25828870
1948-09-30,189.5,192.4,175.8,178.3,13107520
1948-12-31,178.3,190.9,170.4,177.3,19161725
1949-03-31,177,182.5,170.6,177.1,13963037
1949-06-30,177,177.8,160.6,167.4,13503157
1949-09-30,167.4,184.1,166.9,182.5,14533081
1949-12-31,182.2,200.9,180.9,200.1,24072180
1950-03-31,200.1,211.2,193.9,206.1,28584849
1950-06-30,206.1,229.2,205.7,209.1,33693831
1950-09-30,209.1,228.2,195.4,226.4,27532330
1950-12-31,228.94,236.6,220.6,235.4,40371100
1951-03-31,235.4,257.1,234.9,247.9,36997244
1951-06-30,247.8,264.4,240.7,242.6,26389625
1951-09-30,242.6,277.5,241.1,271.2,22114284
1951-12-31,271.2,277.3,254.9,269.2,24735795
1952-03-31,269.2,276.3,257.4,269.5,23522743
1952-06-30,269.5,275,254.7,274.3,19110045
1952-09-30,274.3,281.5,267.1,270.6,15584211
1952-12-31,270.6,293.5,262,291.9,21796240
1953-03-31,291.9,295.1,277.6,279.9,24076690
1953-06-30,279.9,281.8,260.8,268.3,19439100
1953-09-30,268.3,278.3,254.4,264,16529321
1953-12-31,264,285.2,262.5,280.9,19962405
1954-03-31,280.9,305.2,278.9,303.5,24976692
1954-06-30,303.5,338.8,301.7,333.5,29254285
1954-09-30,333.5,366,330.7,360.5,33825566
1954-12-31,360.5,407.2,350.2,404.4,41427066
1955-03-31,404.4,421.8,385.7,409.7,45392479
1955-06-30,409.8,453.5,409.8,451.4,36017591
1955-09-30,451.4,489.9,445.7,466.6,33913538
1955-12-31,465.4,490.8,433.2,488.4,31466161
1956-03-31,488.4,515.9,458.2,511.8,34700752
1956-06-30,511.8,524.4,463.9,492.8,32591728
1956-09-30,492.8,523.3,474.2,475.3,28718796
1956-12-31,475.3,501.6,460.4,499.5,29363908
1957-03-31,499.5,502.6,453.1,474.8,27358647
1957-06-30,474.8,516.8,473.1,503.3,32553385
1957-09-30,503.3,523.1,452.2,456.3,28536090
1957-12-31,456.3,468.2,416.2,435.7,37578946
1958-03-31,435.7,459.8,434,446.8,30834586
1958-06-30,446.8,482.1,437.3,478.2,36311280
1958-09-30,478.2,535,472.1,532.1,45940597
1958-12-31,532.1,587.4,527.7,583.7,55333082
1959-03-31,583.7,618.8,571.7,601.7,52209023
1959-06-30,601.7,648.7,599.7,643.6,47616541
1959-09-30,643.6,683.9,613.3,631.7,40477448
1959-12-31,631.7,682.7,624.6,679.4,44670673
1960-03-31,679.4,688.2,596.2,616.6,42886468
1960-06-30,616.6,663.6,596.6,640.6,45692481
1960-09-30,640.6,650.1,565.5,580.1,40608273
1960-12-31,580.1,621.3,564.2,615.9,43693983
1961-03-31,615.9,685.3,606.1,676.6,66945117
1961-06-30,676.6,714.7,671.6,684,61306012
1961-09-30,684,733.5,674.8,701.2,46500001
1961-12-31,701.2,741.3,693.1,731.1,54841356
1962-03-31,731.1,734.4,686.9,707,48577441
1962-06-30,707,709.7,524.6,561.3,62352631
1962-09-30,561.3,622,557.3,579,49048876
1962-12-31,579,658.8,549.7,652.1,57649623
1963-03-31,652.1,694.3,643.6,682.5,57710526
1963-06-30,682.5,733,680.6,706.9,68106769
1963-09-30,706.9,753,684.4,732.8,61935334
1963-12-31,732.8,773.1,710.8,763,71054887
1964-03-31,763,824.7,760.3,813.3,71839849
1964-06-30,813.3,836.1,796.9,831.5,71907517
1964-09-30,831.5,880.2,820.8,875.4,66460152
1964-12-31,875.4,897,850.2,874.1,68616541
1965-03-31,874.1,911.8,865.1,889.1,78099250
1965-06-30,889.1,944.8,832.7,868,80632336
1965-09-30,868,945,857.7,930.6,78812028
1965-12-31,930.6,976.6,923.2,969.3,113289474
1966-03-31,969.3,1001.1,905.4,924.8,121818042
1966-06-30,924.8,961.9,858.9,870.1,112308272
1966-09-30,870.1,901.2,759.5,774.2,90737592
1966-12-31,774.2,827.3,735.7,785.7,103096242
1967-03-31,785.7,883.4,776.2,866,138721809
1967-06-30,866,915.9,836.9,860.3,139547367
1967-09-30,860.3,951.6,853.2,926.7,141990222
1967-12-31,926.7,940.4,839.4,905.1,150151131
1968-03-31,905.1,921.9,817.6,840.7,142051128
1968-06-30,849.2,935.7,849.2,897.8,190531578
1968-09-30,897.8,945.9,863.3,935.8,149936844
1968-12-31,935.8,994.7,932.9,943.8,178540603
1969-03-31,943.8,960.2,895.4,935.5,151849624
1969-06-30,935.5,974.9,862.5,873.2,164354886
1969-09-30,873.2,893.9,788.1,813.1,146409022
1969-12-31,813.1,871.8,764.5,800.4,179562404
1970-03-31,800.4,819.2,738.8,785.6,149402257
1970-06-30,785.6,798.8,627.5,683.5,159645114
1970-09-30,683.5,778.3,665.3,760.7,169109775
1970-12-31,760.7,848.2,746.7,838.9,186518795
1971-03-31,838.9,922.3,826.5,904.4,250276687
1971-06-30,904.4,958.1,866.3,891.1,228390225
1971-09-30,891.1,925.7,834.9,887.2,189130827
1971-12-31,887.2,910.6,790.7,890.2,210715039
1972-03-31,890.2,957,882.8,940.7,261518798
1972-06-30,940.7,979.5,917.4,929,229703003
1972-09-30,929,980.4,900.1,953.3,201207517
1972-12-31,953.3,1042.4,917.1,1020,240812030
1973-03-31,1022.9,1067.2,911.1,951,238046615
1973-06-30,951,975.3,864.5,891.7,199387218
1973-09-30,890.2,964.6,845.5,947.1,205558644
1973-12-31,947.1,997.6,783.6,850.9,272296243
1974-03-31,850.9,904,795.7,846.7,209675189
1974-06-30,846.7,875.9,788.8,802.4,174757892
1974-09-30,802.4,812,598.8,607.9,188174435
1974-12-31,607.9,692.8,570,616.2,220836093
1975-03-31,619.1,796.9,619.1,768.2,295443613
1975-06-30,768.2,884.6,736.6,879,305828572
1975-09-30,879,888.9,785.8,793.9,225173683
1975-12-31,793.9,866.1,780.5,852.4,233079701
1976-03-31,852.4,1018,848.6,999.5,397344360
1976-06-30,999.5,1017.7,951.7,1002.8,262872181
1976-09-30,1002.8,1026.3,954.1,990.2,260569172
1976-12-31,990.2,1006.8,917.9,1004.7,288036092
1977-03-31,1004.7,1007.8,914.2,919.1,301071429
1977-06-30,919.6,956.1,892.6,916.3,296397744
1977-09-30,916.3,927.8,830.3,847.1,286421052
1977-12-31,847.1,855.6,792.8,831.2,306568425
1978-03-31,830.5,830.5,736.8,757.4,291951879
1978-06-30,756.7,879.3,747.1,819,482174437
1978-09-30,819,917.2,800.9,865.8,468886468
1978-12-31,865.8,909.4,779.1,805,381065411
1979-03-31,805,877,798.5,862.2,392760900
1979-06-30,859.9,884.6,815.1,842,452907970
1979-09-30,840.6,902.1,818,878.6,500690978
1979-12-31,877.7,904.9,792.2,838.7,501155637
1980-03-31,838.7,918.2,730,785.8,674711277
1980-06-30,785.8,896.3,751.4,867.9,511741355
1980-09-30,867.9,980.7,862.6,932.4,686873683
1980-12-31,932.4,1009.4,894.5,964,686966168
1981-03-31,964,1021.8,923.9,1003.9,664592482
1981-06-30,1003.9,1031,956.7,976.9,705985717
1981-09-30,976.9,979,807.5,850,639171429
1981-12-31,850,898.5,823.6,875,664274434
1982-03-31,875,887.4,786.2,822.8,723884209
1982-06-30,822.8,876.5,784.3,811.9,738378947
1982-09-30,811.9,951.2,770,896.3,984812028
1982-12-31,896.3,1078.5,892,1046.5,1264890227
1983-03-31,1046.5,1158.5,1013.4,1130,1212399245
1983-06-30,1130,1260.7,1102.2,1222,1288840600
1983-09-30,1222,1270.7,1152.1,1233.1,1136032329
1983-12-31,1233.1,1297,1208.7,1258.6,1231148119
1984-03-31,1258.6,1295.4,1115,1164.9,1354148116
1984-06-30,1164.9,1194.4,1079.4,1132.4,1233823315
1984-09-30,1132.4,1253.8,1079,1206.7,1343860150
1984-12-31,1206.7,1247.5,1154.7,1211.6,1274099999
1985-03-31,1211.6,1310,1178.7,1266.8,1583778943
1985-06-30,1266.8,1341.2,1235.5,1335.5,1454711273
1985-09-30,1335.5,1372.2,1283.7,1328.6,1408969171
1985-12-31,1328.6,1570.9,1315.2,1546.7,1757817295
1986-03-31,1546.7,1849.7,1491.7,1818.6,2028430826
1986-06-30,1818.6,1908.6,1712.5,1892.7,1933136842
1986-09-30,1892.7,1933.4,1730.6,1767.6,2007090225
1986-12-31,1767.6,1971.7,1761.3,1896,2079347366
1987-03-31,1897.4,2399.6,1897.4,2304.7,2592018047
1987-06-30,2304.7,2466,2180.5,2418.5,2468661654
1987-09-30,2418.5,2746.7,2391.3,2596.3,2650827069
1987-12-31,2596.3,2662.4,1616.2,1938.8,3070098495
1988-03-31,1950.8,2110.9,1846,1988.1,2535541352
1988-06-30,1988.1,2169.1,1921.6,2141.7,2435828572
1988-09-30,2141.7,2169.5,1978.7,2112.9,2193696990
1988-12-31,2112.9,2195.1,2026.7,2168.6,2048769925
1989-03-31,2168.4,2369.3,2127.1,2293.6,2312713533
1989-06-30,2293.6,2545,2282.1,2440.1,2470186468
1989-09-30,2440.1,2768.2,2431.5,2692.8,2308231582
1989-12-31,2692.8,2809.1,2496.9,2753.2,2313890976
1990-03-31,2753.2,2834,2513.1,2707.2,2264330074
1990-06-30,2707.2,2956.9,2627.7,2880.7,2170869925
1990-09-30,2880.7,3024.3,2367.8,2452.5,2271424062
1990-12-31,2452.5,2662.6,2344.3,2633.7,2241101506
1991-03-31,2633.7,3017.8,2447,2913.9,2680511278
1991-06-30,2913.9,3057.5,2834.5,2906.8,2482644363
1991-09-30,2911.7,3068.7,2836.3,3016.8,2358685714
1991-12-31,3016.8,3204.6,2832.3,3168.8,2692186469
1992-03-31,3168.8,3318.4,3119.9,3235.5,3053334586
1992-06-30,3235.5,3435.3,3141.8,3318.5,2737784213
1992-09-30,3318.5,3414.9,3200.9,3271.7,2681806013
1992-12-31,3271.7,3364.9,3087.4,3301.1,3030164661
1993-03-31,3301.1,3497.3,3219.3,3435.1,3671106768
1993-06-30,3435.1,3582.2,3338.4,3516.1,3700788722
1993-09-30,3516.1,3681.7,3443.3,3555.1,3678586467
1993-12-31,3555.1,3818.9,3541.7,3754.1,3974420299
1994-03-31,3754.1,4002.8,3544.1,3636,4450750380
1994-06-30,3633.1,3839.9,3520.8,3625,3893160901
1994-09-30,3625,3972.7,3611,3843.2,3953433837
1994-12-31,3843.2,3958.3,3612.1,3834.4,4271869172
1995-03-31,3834.4,4213.7,3794.4,4157.7,4730054886
1995-06-30,4157.7,4614.2,4129.7,4556.1,4827658645
1995-09-30,4556.1,4839.5,4530.3,4789.1,4847697751
1995-12-31,4789.1,5266.7,4638.4,5117.1,5150496982
1996-03-31,5117.1,5755.9,5000.1,5587.1,6075624805
1996-06-30,5587.1,5833,5327.7,5654.6,5802972159
1996-09-30,5654.6,5952.1,5170.1,5882.2,5338046585
1996-12-31,5882.2,6624,5833.7,6448.3,6249545866
1997-03-31,6448.3,7158.3,6319,6583.5,7078867637
1997-06-30,6583.5,7868.4,6315.8,7672.8,7088627897
1997-09-30,7672.8,8340.1,7556.2,7945.3,7657267585
1997-12-31,7945.3,8218.3,6936.5,7908.3,8154081183
1998-03-31,7908.3,8997.1,7391.6,8799.8,8596233835
1998-06-30,8818.5,9312,8524.6,8952,8725978215
1998-09-30,9011.6,9412.6,7379.7,7842.6,10371525523
1998-12-31,7749.4,9458,7399.8,9181.4,10519033087
1999-03-31,9212.8,10158.6,8994.3,9786.2,11001171420
1999-06-30,9825.3,11244.4,9707.9,10970.8,11387059379
1999-09-30,10972.4,11428.9,10055.2,10337,10734627080
1999-12-31,10335.7,11568.8,9884.2,11497.1,12375758286
2000-03-31,11501.8,11750.3,9731.81,10921.9,15366703507
2000-06-30,10863.3,11425.5,10201.5,10447.9,14174277221
2000-09-30,10450.4,11401.2,10393.1,10650.9,12122768908
2000-12-31,10659.1,11006.5,9651.68,10786.8,16211360415
2001-03-31,10790.9,11035.1,9106.54,9878.78,15505284740
2001-06-30,9877.16,11350,9375.72,10502.4,14283981590
2001-09-30,10505,10679.1,8062.34,8847.56,13422725243
2001-12-31,8845.97,10184.5,8732.14,10021.5,13905151556
2002-03-31,10021.7,10673.1,9529.46,10403.9,13483510558
2002-06-30,10402.1,10402.1,8926.57,9243.26,15711705805
2002-09-30,9239.25,9410.38,7460.78,7591.93,19388170815
2002-12-31,7593.04,9043.37,7197.49,8341.63,18044590173
2003-03-31,8342.38,8869.29,7416.64,7992.13,15480925704
2003-06-30,7992.83,9352.77,7979.69,8985.44,15693686882
2003-09-30,8983.66,9686.08,8871.2,9275.06,14310045960
2003-12-31,9276.8,10462.4,9276.8,10453.9,14521134804
2004-03-31,10452.7,10753.6,10007.5,10357.7,15529347573
2004-06-30,10357.5,10570.8,9852.19,10435.5,15172902158
2004-09-30,10434,10448.1,9783.91,10080.3,15176933295
2004-12-31,10082,10868.1,9708.4,10783,18612630165
2005-03-31,10783.8,10984.5,10368.6,10503.8,18280907472
2005-06-30,10504.6,10656.3,10000.5,10275,17562676535
2005-09-30,10273.6,10719.4,10175.4,10568.7,17224951680
2005-12-31,10569.5,10959.8,10156.5,10717.5,19201306249
2006-03-31,10718.3,11335,10661.2,11109.3,19096673384
2006-06-30,11113,11670.2,10698.8,11150.2,19797016416
2006-09-30,11149.3,11742,10683.3,11679.1,14590374928
2006-12-31,11679,12529.9,11653,12463.2,14602668104
2007-03-31,12459.5,12795.9,11939.6,12354.3,14972864032
2007-06-30,12354.5,13692,12324.3,13408.6,15036999424
2007-09-30,13409.6,14022,12517.9,13895.6,16039926774
2007-12-31,13895.7,14198.1,12724.1,13264.8,15301474549
2008-03-31,13261.8,13279.5,11634.8,12262.9,19409170623
2008-06-30,12266.6,13136.7,11287.5,11350,14891534061
2008-09-30,11344.6,11867.1,10365.5,10850.7,15403986995
2008-12-31,10847.4,10882.5,7449.38,8776.39,20326687516
2009-03-31,8772.25,9088.06,6469.95,7608.92,23957366846
2009-06-30,7606.13,8877.93,7483.87,8447,19934801759
2009-09-30,8447.53,9917.99,8087.19,9712.28,13423028712
2009-12-31,9711.6,10580.3,9430.46,10428,13138687982
2010-03-31,10430.7,10955.5,9835.09,10856.6,13023306889
2010-06-30,10857.3,11258,9753.84,9774.02,14784883395
2010-09-30,9773.27,10948.88,9614.32,10788.05,12045324333
2010-12-31,10789.72,11625,10711.12,11577.51,10848709937
2011-03-31,11577.43,12391.29,11555.48,12319.73,10754047781
2011-06-30,12321.02,12876,11862.53,12414.34,10775574434
2011-09-30,12412.07,12753.89,10597.14,10913.38,13655411135
2011-12-31,10912.1,12328.47,10404.49,12217.56,10447466006
2012-03-31,12221.19,13289.08,12221.19,13212.04,8907272914
2012-06-30,13211.36,13338.66,12035.09,12880.09,8564580224
2012-09-30,12879.71,13653.24,12492.25,13437.13,6775358945
2012-12-31,13437.66,13661.87,12471.49,13104.14,7826969712
2013-03-31,13104.3,14585.1,13104.3,14578.54,7824102744
2013-06-30,14578.54,15542.4,14434.43,14909.6,8624075736
2013-09-30,14911.6,15709.58,14760.41,15129.67,7278472986
2013-12-31,15132.49,16588.25,14719.43,16576.66,6086931820
2014-03-31,16572.17,16573.07,15340.69,16457.66,6344034648
2014-06-30,16457.66,16977.85,16015.32,16826.6,5387548300
2014-09-30,16826.6,17350.64,16334.67,17042.9,5045740988
2014-12-31,17040.46,18103.45,15855.12,17823.07,6046929392
2015-03-31,17823.07,18288.63,17037.76,17776.12,6397326579
2015-06-30,17778.52,18351.36,17576.5,17619.51,6232027672
2015-09-30,17638.12,18137.12,15370.33,16284.7,7492363672
2015-12-31,16278.62,17977.85,16013.66,17425.03,7430887824
2016-03-31,17405.48,17790.11,15450.56,17685.09,7746871888
2016-06-30,17661.74,18167.63,17063.08,17929.99,6327065064
2016-09-30,17924.24,18668.44,17713.45,18308.15,5616243380
2016-12-31,18279.6,19987.63,17883.56,19762.6,5858744132
2017-03-31,19872.86,21169.11,19677.94,20663.22,5555182620
2017-06-30,20665.17,21535.03,20379.55,21349.63,5499680172
2017-09-30,21392.3,22419.51,21279.3,22405.09,5267409692
2017-12-31,22423.47,24876.07,22416,24719.22,5840830000
2018-03-31,24809.35,26616.71,23360.29,24103.11,7702275392
2018-06-30,24076.6,25402.83,23344.52,24271.41,6771648376
2018-09-30,24161.53,26769.16,24077.56,26458.31,5173924948
2018-12-31,26598.36,26951.81,21712.53,23327.46,7249251476
2019-03-31,23058.61,26241.42,22638.41,25928.68,5759618228
2019-06-30,26075.1,26695.96,25222.51,25679.9,2718948602
