Date,Open,High,Low,Close,Volume
1938-03-31,5.65,6.42,4.45,4.52
1938-06-30,4.65,6.31,4.65,6.11
1938-09-30,6.17,6.82,5.7,6.43
1938-12-31,6.47,7.24,6.42,6.89
1939-03-31,6.88,6.92,5.68,5.7
1939-06-30,5.78,6.12,5.24,5.6
1939-09-30,5.61,6.84,5.46,6.67
1939-12-31,6.64,6.77,6.18,6.36
1940-03-31,6.39,6.53,6.12,6.48
1940-06-30,6.47,6.72,4.79,5.5
1940-09-30,5.47,6.27,5.41,6.12
1940-12-31,6.16,6.71,6.03,6.34
1941-03-31,6.31,6.56,5.77,6.1
1941-06-30,6.09,6.28,5.72,6.18
1941-09-30,6.17,6.71,6.14,6.55
1941-12-31,6.53,6.56,5.44,5.71
1942-03-31,5.75,6.01,5.2,5.26
1942-06-30,5.26,5.62,4.89,5.45
1942-09-30,5.44,5.86,5.39,5.81
1942-12-31,5.83,6.46,5.83,6.41
1943-03-31,6.44,7.55,6.44,7.53
1943-06-30,7.53,7.97,7.15,7.95
1943-09-30,7.94,8.16,7.35,7.7
1943-12-31,7.69,7.72,6.94,7.37
1944-03-31,7.36,7.91,7.34,7.72
1944-06-30,7.74,8.54,7.52,8.49
1944-09-30,8.5,8.73,8.18,8.52
1944-12-31,8.52,9.04,8.48,9.01
1945-03-31,9.02,9.88,8.96,9.36
1945-06-30,9.36,10.7,9.36,10.38
1945-09-30,10.39,11.34,9.99,11.32
1945-12-31,11.35,12.56,11.35,12.3
1946-03-31,12.28,13.31,11.81,12.84
1946-06-30,12.87,13.76,12.72,13.13
1946-09-30,13.16,13.34,10.16,10.68
1946-12-31,10.71,11.14,10.01,10.96
1947-03-31,10.94,11.68,10.49,10.97
1947-06-30,11,11.17,9.88,11.11
1947-09-30,11.12,11.86,10.87,11.13
1947-12-31,11.14,11.72,10.82,11.39
1948-03-31,11.44,11.46,10.21,11.18
1948-06-30,11.19,12.64,11.11,12.35
1948-09-30,12.35,12.51,11.15,11.39
1948-12-31,11.41,12.3,10.76,11.12
1949-03-31,11.06,11.48,10.36,10.79
1949-06-30,10.74,10.79,9.51,9.94
1949-09-30,9.96,10.95,9.93,10.74
1949-12-31,10.71,11.37,10.65,11.33
1950-03-31,11.27,11.9,11.26,11.69
1950-06-30,11.72,13.1,11.72,11.95
1950-09-30,11.91,13.13,11.26,13.13
1950-12-31,13.29,13.78,12.82,13.77
1951-03-31,14.01,14.96,13.96,14.4
1951-06-30,14.34,15.33,14.07,14.07
1951-09-30,14.16,15.88,14.16,15.57
1951-12-31,15.71,15.96,14.91,15.88
1952-03-31,15.89,16.37,15.21,15.88
1952-06-30,15.76,15.91,14.98,15.91
1952-09-30,16,16.14,15.33,15.33
1952-12-31,15.29,16.31,14.8,16.3
1953-03-31,16.28,16.35,15.47,15.47
1953-06-30,15.44,15.44,14.36,14.72
1953-09-30,14.78,15.13,13.81,14.19
1953-12-31,14.28,15.15,14.21,15.04
1954-03-31,15.12,16.37,15.03,16.37
1954-06-30,16.51,17.93,16.41,17.79
1954-09-30,17.79,19.96,17.79,19.73
1954-12-31,19.72,22.03,19.36,22.03
1955-03-31,22.5,22.8,21.13,22.16
1955-06-30,22.38,24.59,22.27,24.59
1955-09-30,24.68,27.08,24.68,25.89
1955-12-31,25.19,27.38,24.16,26.69
1956-03-31,26.5,28.73,25.31,28.51
1956-06-30,28.64,28.73,25.97,27.68
1956-09-30,27.66,29.28,26.78,26.78
1956-12-31,26.4,28.13,26.25,27.62
1957-03-31,27.34,27.62,25.12,26.19
1957-06-30,26.21,28.73,26.21,28.22
1957-09-30,28.26,29.28,25.36,25.36
1957-12-31,25.56,25.79,23.32,23.99
1958-03-31,24.19,25.41,24.19,25.11
1958-06-30,25.01,26.91,24.64,26.83
1958-09-30,26.85,29.52,26.73,29.52
1958-12-31,29.47,32.38,29.47,32.38
1959-03-31,32.51,33.3,31.45,32.59
1959-06-30,32.74,34.55,32.74,34.46
1959-09-30,34.75,35.81,32.57,33.61
1959-12-31,33.64,35.47,33.11,35.47
1960-03-31,35.48,35.77,31.62,32.71
1960-06-30,32.76,34.22,31.97,33.57
1960-09-30,33.65,34.2,30.88,31.49
1960-12-31,31.4,34.12,30.7,34.12
1961-03-31,33.81,38.63,33.81,38.63
1961-06-30,38.96,40.86,38.35,38.82
1961-09-30,39.17,41.46,38.76,40.54
1961-12-31,40.57,44.53,40.55,43.97
1962-03-31,43.97,44.22,41.57,42.99
1962-06-30,42.99,43.16,31.91,34.04
1962-09-30,34.04,37.64,33.87,35.19
1962-12-31,35.2,39.91,32.92,39.7
1963-03-31,39.7,42.02,39.2,41.69
1963-06-30,41.69,44.47,41.48,43.24
1963-09-30,43.24,45.84,42.06,44.49
1963-12-31,44.49,46.58,42.99,46.34
1964-03-31,46.35,49.83,46.23,49.33
